Date,TSX
2012-01-01,1.0
2012-01-31,0.938980553992608
2012-02-29,0.9349240034421344
2012-03-30,0.83053630871998
2012-04-30,0.8629641058004948
2012-05-31,0.9371222292801585
2012-06-29,1.1631562914638276
2012-07-31,1.174112182814778
2012-08-31,1.1358360386452069
2012-09-28,1.1058762777514812
2012-10-31,1.1306965252457968
2012-11-30,1.1708397564745967
2012-12-31,1.1493584803191006
2013-01-31,1.143617399337695
2013-02-28,1.1818854703012307
2013-03-28,1.1955325121840146
2013-04-30,1.2766393516002714
2013-05-31,1.2745255628532983
2013-06-28,1.3344638786973777
2013-07-31,1.276212034985743
2013-08-30,1.2267945586813234
2013-09-30,1.2734861261545722
2013-11-29,1.3560310565620928
2013-12-31,1.3177388434902397
2014-01-31,1.2232561881080337
2014-02-28,1.1450993197644996
2014-03-31,1.1830435120788558
2014-04-30,1.3192695597166368
2014-05-30,1.396854805847896
2014-06-30,1.2760661142837932
2014-07-31,1.2927334493724596
2014-08-29,1.2965137008969279
2014-09-30,1.435045269117775
2014-10-31,1.6039314866744165
2014-11-28,1.6466689200617035
2014-12-31,1.6737365892700993
2015-01-30,1.6710889180625634
2015-02-27,1.6795411302589216
2015-03-31,1.7420469200428907
2015-04-30,1.6465270033890826
2015-05-29,1.6749708076197949
2015-06-30,1.7110340749606774
2015-07-31,1.8815331344719655
2015-08-31,1.879261152526953
2015-09-30,1.9955987824188879
2015-10-30,1.9332792463921051
2015-11-30,2.0389427460953575
2015-12-31,2.07896573595948
2016-01-29,2.11498797398879
2016-02-29,1.8298370914695112
2016-03-31,1.7058134525226765
2016-04-29,1.4539321162586953
2016-05-31,1.5357077670438106
2016-06-30,1.4188804534623891
2016-07-29,1.397295671709589
2016-08-31,1.4431305403606391
2016-09-30,1.417465337487782
2016-10-31,1.435319568308654
2016-11-30,1.423187694664033
2017-01-31,1.3667581242409306
2017-02-28,1.383357103741303
2017-03-31,1.4189938974582872
2017-04-28,1.468610945067897
2017-05-31,1.5089540491771951
2017-06-30,1.5089587473907413
2017-07-31,1.4922877110562316
2017-08-31,1.4979043397653864
2017-09-29,1.4756550967363835
2017-10-31,1.4949701696114857
2017-11-30,1.5037634424249633
2017-12-29,1.4623419507364344
2018-01-31,1.5015940553102576
2018-02-28,1.5368740220869164
2018-03-29,1.5506991274351904
2018-04-30,1.485873553401635
2018-05-31,1.4732868460021613
2018-06-29,1.4832112644491888
2018-07-31,1.4761962456488924
2018-08-31,1.499255038884993
2018-09-28,1.4929251715881906
2018-10-31,1.5648152362965557
2018-11-30,1.6241353984021958
2018-12-31,1.6791545109357442
2019-01-31,1.5661126571695794
2019-02-28,1.5335439418683772
2019-03-29,1.5662375042661536
2019-04-30,1.5440683574967229
2019-05-31,1.60233082213623
2019-06-28,1.5888554603084766
2019-07-31,1.5977121331936728
2019-08-30,1.6478257675788686
2019-09-30,1.6264523916439044
2019-10-31,1.6765452459530785
2019-11-29,1.6658362625814256
2019-12-31,1.5649993416330805
